-7.000000,-12.000000,3.500000,-6.500000,21.000000,4.000000,-2.500000,6.500000,-14.000000,-0.500000,
-55.500000,-52.500000,-60.500000,-40.500000,-42.000000,-52.000000,-44.500000,-50.000000,-47.500000,-49.500000,
-70.000000,-69.000000,-73.500000,-56.000000,-51.000000,-59.500000,-68.000000,-57.500000,-70.000000,-57.000000,
-75.500000,-82.500000,-80.000000,-63.000000,-67.500000,-66.500000,-72.000000,-70.000000,-72.500000,-74.500000,
-75.500000,-84.500000,-80.500000,-78.000000,-75.000000,-69.000000,-82.000000,-80.500000,-78.500000,-78.000000,
-77.500000,-85.000000,-80.500000,-84.500000,-78.000000,-82.500000,-83.500000,-84.500000,-79.000000,-80.500000,
-78.000000,-86.500000,-87.000000,-87.500000,-81.500000,-84.000000,-83.500000,-85.000000,-79.500000,-81.500000,
-85.500000,-86.500000,-88.000000,-87.500000,-81.500000,-85.500000,-83.500000,-85.500000,-80.500000,-87.500000,
-85.500000,-86.500000,-88.000000,-87.000000,-81.500000,-88.500000,-83.500000,-86.000000,-80.500000,-88.000000,
-96.000000,-86.500000,-88.000000,-87.500000,-81.500000,-88.500000,-83.500000,-86.000000,-80.500000,-88.500000,
-97.500000,-86.500000,-88.000000,-87.500000,-81.500000,-88.500000,-83.500000,-86.000000,-80.500000,-88.500000,
-97.500000,-97.000000,-97.500000,-97.500000,-97.500000,-97.000000,-95.000000,-97.500000,-96.000000,-97.500000,
-97.500000,-97.000000,-97.500000,-97.500000,-97.500000,-97.500000,-95.000000,-97.500000,-96.000000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-95.000000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,-97.500000,
